"author_id","created_at","id","lang","retweet_count","text"
"1103410972318932994","2022-08-08T00:53:20Z","1556443406402027521","pt","0","@onyxlorenzoni Falou o criminoso de caixa 2 \n\n"
"2874947673","2022-08-08T00:47:51Z","1556442027079892992","pt","0","Bogo faz diagnósticos sobre Educação #DebateNaBandRS como se o PSB não fosse base dos dois últimos gpvernos da dobradinha MDB PSDB"
"175474841","2022-08-08T00:53:01Z","1556443327033229320","pt","0","@EduardoLeite_ o RS está quebrado em todos os setores uma decadencia generalizada pessoas morando em barracas nas cidades gente pedindo comida nos mercados lojas fechando placas de aluga-se tomando conta das cidades q estão sem infra e sem perspectiva Não acreditem em MENTIROSOS"
"1529445932118556673","2022-08-08T00:52:32Z","1556443205901615106","pt","1","Fake news que o @PTdoRS deixou o estado quebrado bem respondida pelo @EdegarPretto  O @EduardoLeite_ deixou economia quebrada com um recuo de 38 e o cara @partidonovo30 segue mentindo sobre culpa ser PT\n#LulaOlivioEdegarRuas\n#LulaOlivioPrettoRuas\n#DebateNaBandRS"
"61208942","2022-08-08T00:47:55Z","1556442043207016449","pt","3","escolas RS não tem pátio para nossas crianças 14 das escolas não tem banheiro ou eles não funcionam Nossas crianças precisam de uma merenda escolar de qualidade elas tem que chegar e ter um bom café da manhã"" @EdegarPretto \n #DebatenaBandRS #LulaOlivioPrettoRuas"
"1417935271295868935","2022-08-08T00:47:56Z","1556442049561464834","pt","0","O Edegar falando Brizola ele que lave boca Pro petismo trabalhista só vale depois de morto\n#DebateNaBandRS"
"159309069","2022-08-08T00:50:00Z","1556442568275247109","en","1","Onix @EduardoLeite_ e @Heinzeoficial fazendo stand comedy #DebatenaBandRS"
"1104118081004191746","2022-08-08T00:51:07Z","1556442848777625602","pt","1","@EduardoLeite_ Com dinheiro da pandemia né"
"1300852381270376452","2022-08-08T00:51:29Z","1556442943774400514","und","0","🤡 #DebateNaBandRS  "
"3982962497","2022-08-08T00:51:14Z","1556442877856710656","pt","0","@EdegarPretto respondendo um idiota…"
"1470511995812200450","2022-08-08T00:51:20Z","1556442904603889665","pt","0","Esse debate está fazendo chegar à conclusão de que eu não votar Edegar Pretto de jeito nenhum #DebateNaBandRS"
"1058037270186475521","2022-08-08T00:53:07Z","1556443355328008193","pt","0","Jobim disse que todo mundo quer resolver seu problema entregando tudo quebrado pro próximo Diz que quer ser primeiro governo liberal da história RS\nEdegar disse que hoje há filas intermináveis porque Leite prefere se vangloriar e que não aumentará impostos #DebateNaBandRS"
"39784513","2022-08-08T00:48:08Z","1556442098701926400","it","0","@EduardoLeite_ rato"
"1062368820193566721","2022-08-08T00:51:48Z","1556443020735692801","pt","0","Processa ele por favor @onyxlorenzoni "
"243661957","2022-08-08T00:51:49Z","1556443026402250752","pt","0","@EduardoLeite_ Já devolveu o dinheiro da aposentadoria Sem desvio hein"
"54431491","2022-08-08T00:50:38Z","1556442730808725504","pt","0","Debate estacionamento da RBS era mais legal #DebateNaBandRS"
"1449888893654945792","2022-08-08T00:50:42Z","1556442745593544704","pt","0","@EduardoLeite_ Você lacrou supermercado\n\nPessimo"
"981908013723406338","2022-08-08T00:51:55Z","1556443049999249409","und","0","PR @jairbolsonaro \n#LULALADRÃO \n\n@augustosnunes\n@Rconstantino\n@AnaPaulaVolei\n@alexandregarcia\n@realpfigueiredo\n@GFiuza_Oficial\n@onyxlorenzoni\n@Biakicis\n@CarlaZambelli38\n@carlosjordy\n@PaolaSDaniel\n@leandroruschel\n@cristinagraeml\n\n@CarinaBelome\n@AdrillesRJorge\n@kimpaim\n@taoquei1 "
"80874863","2022-08-08T00:50:00Z","1556442570305290241","pt","0","@onyxlorenzoni Fazer caixa 2 é coisa de gente de bem né só se pedir desculpas"
"175474841","2022-08-08T00:50:50Z","1556442780108480512","pt","0","@EduardoLeite_ SAFADO MENTIROSO BARALHO  desculpem o baixo calão mas essa FRUTA É DE PLASTICO não tem sumo se é q entendem\nÉ apenas  uma fraude gerada pelas ELITES diante de um povinho TROUXA q gosta de aparencia e falamansa\nEntendam povo VCS SÃO ROUBADOS tds os dias por eles"
"202332116","2022-08-08T00:50:02Z","1556442578807054336","pt","1","Acho nada ver querer vender o Palácio das Hortênsias Só acho #DebateNaBandRS"
"978686572441849856","2022-08-08T00:51:54Z","1556443047923171328","pt","0","E reforma ensmédio Temer e o currículo gaúcho LeiteEscolas estaduais estão bagunça e o modelo neoliberal Leite demonstrou-se centralizadorburocrático autoritárioEstudantes e professores doentesMuito dinheiro distribuído entre empresas privadas #DebatenaBandRS"
"1466832456615608329","2022-08-08T00:52:10Z","1556443114318987266","pt","0","@najladiniz Não suportei ver o capacho @onyxlorenzoni com implante capilar que nós devemos ter pago"
"1119502194485747712","2022-08-08T00:50:54Z","1556442794704736262","pt","0","@RicardoJobim30 enquadra @EdegarPretto sobre herança maldita governo Tarso #mbl #DebateNaBandRS"
"1193362901102407681","2022-08-08T00:52:15Z","1556443137085685762","pt","0","Pretto vcs não irão voltar presidência nem ao governo estado Vcs deixaram o Brasil quebrado pq roubaram muito  #DebateNaBandRS"
"626085468","2022-08-08T00:50:08Z","1556442601473073152","pt","0","Curioso o Onyx falando em narrativas na pandemia lembro bem que foi oposição quem lutou para ter 600 reais de auxílio o desgoverno Bolsonaro qual ele faz parte queria dar 200 reais  #DebateNaBandRS"
"1146268359253733377","2022-08-08T00:48:57Z","1556442305829212164","pt","0","@EduardoLeite_ Falou o menino que lacrou corredores em mercados proibindo o consumidor de comprar em meio pandemia sem comprovação científica"
"71378680","2022-08-08T00:48:03Z","1556442076677545984","pt","0","@ferreropedroo @mariadorosario @EdegarPretto Gado Vc sabe que nunca o comunismo  foi implantado Brasil"
"1442011857946955782","2022-08-08T00:50:55Z","1556442798206992391","pt","0","@marcelvanhattem @parm expulsar ele Novo"
"1253513729775460352","2022-08-08T00:50:15Z","1556442631001067522","pt","0","2 blocos já #DebateNaBandRS e até agora NENHUM candidato falou dxs trabalhadorxs seja de pequenas ou médias empresas ou de multinacionais até agora nenhum tem meu voto"
"39784513","2022-08-08T00:48:45Z","1556442253773660171","pt","0","@EduardoLeite_ porque vc não paga o piso salarial dos professores RS"
"931515907070980096","2022-08-08T00:48:05Z","1556442086899154945","pt","0","#DebateNaBandRS Acompanhando o debate até parece que Heinze e Onix não apoiaram Leite na sua política de ajuste fiscal Nojo"
"1399723898120421377","2022-08-08T00:48:13Z","1556442119866384386","pt","0","80 das Escolas Públicas RS estão sem banheiro ou com banheiros que não funcionam"" denuncia Edegar Pretto Eu não acredito que os Gaúchos e Gaúchas de coragem queiram manter o Leite Governo #LulaOlivioPrettoRuas #DebateNaBandRS"
"1529445932118556673","2022-08-08T00:49:22Z","1556442409545990146","pt","1","Quem defende educação domiciliar como @TrzeciakDaniel o partido @EduardoLeite_ o @onyxlorenzoni e o @Heinzeoficial governo @jairbolsonaro é contra escola é contra o filho trabalhador tendo chance de crescer e estudar\n\n#LulaOlivioPrettoRuas\n#DebateNaBandRS"
"37320286","2022-08-08T00:51:13Z","1556442875621249030","pt","3","Heinze só falta colocar mais um óculos na cabeça tá perdido Leite na defensiva acanhado e com vergonha estelionato comettidonovo30 @RicardoJobim30 @pauloganime @ViniciusPoit @RomeuZema Zema decepcionou deviaido contra o povo gaúcho Novo e PSC são os tentáculos neoliberalismo deplorável\n@VieiraPDT é um oásis deserto\n#DebateNaBandRS"
"39305359","2022-08-08T00:48:40Z","1556442234421215233","pt","0","Uma chatice os candidatos falando da região sul e governo federal e se esquecendo de que são candidatos ao Governo Estado Rio Grande Sul #governarparaors #nãogovernempararegiões #nãofalemdegovernoquenãofoioseu #nãoqueremospromessas #queremosatitudes #DebateNaBandRS"
"68294097","2022-08-08T00:50:06Z","1556442592635764736","pt","54","O Rio Grande Sul está com os piores índices na Educação o @EdegarPretto foi lá e macetou Nós já governamos o estado com Olívio Dutra nosso vice é Pedro Ruas pai trabalhismo"" vamos valorizar o trabalhador #DebateNaBandRS #LulaOlivioEdegarRuas #LulaOlivioPrettoRuas "
"1193362901102407681","2022-08-08T00:53:05Z","1556443345777483776","pt","0","@PTpoa @EdegarPretto @LulaOficial @dilmabr Isto se vcs não voltarem em outra lava jato Se cúpula não voltar toda ser presa"
"1086246218584547328","2022-08-08T00:53:04Z","1556443342870806535","pt","0","Mais outra pisada de bola da Bandeirantes @BandJornalismo  Deveria todos os estados que estão com o debate agora estarem aí vivo YouTube Muitos moram ou estão fora seu estado de origem\n#DebateNaBandBA  #DebateNaBandmg #DebateNaBandRS \n#DebateNaBandRJ \n#DebateNaBandsp"
"809883120","2022-08-08T00:52:52Z","1556443289397727233","pt","0","O Jobim não é político mas sim vendedor dos bens Estado\n\n#DebateNaBandRS"
"1374743334493773825","2022-08-08T00:49:28Z","1556442433138868230","pt","12","#DebateNaBandRS O @EdegarPretto mostra que Leite é Sartori deixaram Educação Quebrada 18 das escolas nem banheiro decente tem E muitos funcionários de escola não ganham nem o Salário Mínimo  Com #LulaOlivioEdegarRuas Educação  vai voltar ser bem tratada #DebateNaBand"
"1193362901102407681","2022-08-08T00:50:52Z","1556442789084282881","pt","0","@caiofbritto @EdegarPretto Exatamente quem são os que defendem ladroes Tipo o lula larápio"
"593062050","2022-08-08T00:50:27Z","1556442682230276096","pt","5","Eduardo Leite Onyx Lorenzoni Luís Carlos Heinze Todos fazem parte mesmo grupo que vêm desgovernando o RS e o Brasil \nQuem busca mudança de verdade mudança pra melhor vota Edegar Pretto candidato @LulaOficial #LulaOlivioEdegarRuas \n#DebateNaBandRS "
"71378680","2022-08-08T00:50:16Z","1556442635904192515","pt","0","@ferreropedroo @mariadorosario @EdegarPretto Lavar banheiro dos americanos  só pode ser um derrotado"
"1096905206565097472","2022-08-08T00:50:08Z","1556442602916007936","pt","0","@DamacenoMauro @EdegarPretto Eles estão loucos Mentem como se não soubéssemos verdade"
"1466832456615608329","2022-08-08T00:49:44Z","1556442501736808450","pt","0","@paularosiska Quando vi o vigarista @onyxlorenzoni aparecer falando asqueroso qual ele era capacho troquei para o show Caetano "
"71378680","2022-08-08T00:49:15Z","1556442379355308032","pt","0","@ferreropedroo @mariadorosario @EdegarPretto Gado maior economia da América Latina   Éramos 6 mundo era pt  bolsonaro elevou 10kkkk"
"162122590","2022-08-08T00:49:01Z","1556442319972454400","pt","26","#DebateNaBandRS\n""Discordo candidato Onyx sobre atuação governo na pandemia Primeiro quero solidarizar com 40 mil famílias gaúchas que perderam familiares responsabilidade é sim de Bolsonaro negacionista Apesar dele o SUS ajudou de forma admirável população"
"1527277471099457538","2022-08-08T00:47:38Z","1556441973418082307","pt","0","Debate sem candidatas mulheres\n\nCandidatos homens falando sobre o que é melhor para mulheres\n\nMulheres 🤡\n\n#debatenabandRS #debatenabandSP"
"118507192","2022-08-08T00:47:34Z","1556441955390849027","pt","0","Provavelmente #fakenews #DebateNaBandRS como existiria uma escola sem banheiro Pietro esta jogando como petista sabe mentindo "
"809883120","2022-08-08T00:47:33Z","1556441951108464641","pt","0","renúncia Leite tem que ser pauta dominante\n\nEsse cara não pode ter chance de disputar o segundo turno\n\n#DebateNaBandRS"
"1358919025439477760","2022-08-08T00:47:25Z","1556441919710011395","pt","0","Ô leite se vangloria de superávit e não paga reposição salarial dos funcionários públicos \n\n@EdegarPretto 2022\n\nBOOOOOOOOOOOOO"
"1058037270186475521","2022-08-08T00:47:25Z","1556441919185625088","pt","0","gente também não entende como está sete anos sem reposição viu @EdegarPretto #DebateNaBandRS "
"2490292803","2022-08-08T00:47:16Z","1556441879536861184","pt","0","@JoaoDilkin @EduardoLeite_ Não sei da onde  ele deixou Pelotas na mesma e colocou uma pior que ele"
"1366170199297298435","2022-08-08T00:47:07Z","1556441845567295492","pt","2","Edegar Pretto o poste gaúcho ex-condenado falando em acabar com fome das crianças em fase escolar Ué O chefe dele não tinha acabado com fome país 🤡 #DebateNaBandRS"
"124157459","2022-08-08T00:47:01Z","1556441818434256896","pt","2","Mais uma @EdegarPretto\nna Band mais de 80 das escolas gaúchas não têm pátio adequado para recreação Faremos um pesado investimento na educação pública valorizando professores e servidores""\n\n#LulaOlivioEdegarRuas\n#DebateNaBand\n#RSQueOPovoQuer\n#EquipeValdeci"
"71378680","2022-08-08T00:46:57Z","1556441803582226432","pt","0","@ferreropedroo @mariadorosario @EdegarPretto O ladrão amiguinho de bolsonaro  que não paga os impostos   Kkkk"
"1063044924","2022-08-08T00:46:41Z","1556441732719546368","es","0","@EduardoLeite_ Desertor"
"37320286","2022-08-08T00:46:12Z","1556441613584551937","pt","8","O #DebateNaBandRS está mais parecendo um fraterno encontro entre neoliberais e filhotes da ditadura – como dizia o Dr Brizola \n@VieiraPDT é um oásis nesse deserto \nMerece que o povo gaúcho lhe dê chance de mudar o RS"
"1481770108095709186","2022-08-08T00:45:14Z","1556441369081790464","pt","0","@EduardoLeite_ Vai fora da vida pública…"
"52121970","2022-08-08T00:45:58Z","1556441556395212800","pt","0","@EduardoLeite_ Só se investimento em sua própria figura "
"2299720997","2022-08-08T00:45:46Z","1556441505002389506","pt","0","@Heinzeoficial @bandrs E já contando mentira"
